sentence,prep_LEMMA,sentence_PP_attached,subj_NUM,subj_GEN,subj_ZIPF,obj_NUM,obj_GEN,obj_ZIPF,embedobj_NUM,embedobj_GEN,embedobj_ZIPF,verb_LEMMA
the girl likes the man near the boys.,near,peripheral,sg,f,5.38,sg,m,5.82,pl,m,5.17,like
the girl near the boys likes the man.,near,center_embedding,sg,f,5.38,sg,m,5.82,pl,m,5.17,like
the girl likes the man behind the boys.,behind,peripheral,sg,f,5.38,sg,m,5.82,pl,m,5.17,like
the girl behind the boys likes the man.,behind,center_embedding,sg,f,5.38,sg,m,5.82,pl,m,5.17,like
the girl sees the men near the boy.,near,peripheral,sg,f,5.38,pl,m,5.82,sg,m,5.17,see
the girl near the boy sees the men.,near,center_embedding,sg,f,5.38,pl,m,5.82,sg,m,5.17,see
the girl sees the men behind the boy.,behind,peripheral,sg,f,5.38,pl,m,5.82,sg,m,5.17,see
the girl behind the boy sees the men.,behind,center_embedding,sg,f,5.38,pl,m,5.82,sg,m,5.17,see
the girl likes the men near the boy.,near,peripheral,sg,f,5.38,pl,m,5.82,sg,m,5.17,like
the girl near the boy likes the men.,near,center_embedding,sg,f,5.38,pl,m,5.82,sg,m,5.17,like
the girl likes the men behind the boy.,behind,peripheral,sg,f,5.38,pl,m,5.82,sg,m,5.17,like
the girl behind the boy likes the men.,behind,center_embedding,sg,f,5.38,pl,m,5.82,sg,m,5.17,like
the girl sees the men near the boys.,near,peripheral,sg,f,5.38,pl,m,5.82,pl,m,5.17,see
the girl near the boys sees the men.,near,center_embedding,sg,f,5.38,pl,m,5.82,pl,m,5.17,see
the girl sees the men behind the boys.,behind,peripheral,sg,f,5.38,pl,m,5.82,pl,m,5.17,see
the girl behind the boys sees the men.,behind,center_embedding,sg,f,5.38,pl,m,5.82,pl,m,5.17,see
the girl likes the men near the boys.,near,peripheral,sg,f,5.38,pl,m,5.82,pl,m,5.17,like
the girl near the boys likes the men.,near,center_embedding,sg,f,5.38,pl,m,5.82,pl,m,5.17,like
the girl likes the men behind the boys.,behind,peripheral,sg,f,5.38,pl,m,5.82,pl,m,5.17,like
the girl behind the boys likes the men.,behind,center_embedding,sg,f,5.38,pl,m,5.82,pl,m,5.17,like
the girls see the man near the boy.,near,peripheral,pl,f,5.38,sg,m,5.82,sg,m,5.17,see
the girls near the boy see the man.,near,center_embedding,pl,f,5.38,sg,m,5.82,sg,m,5.17,see
the girls see the man behind the boy.,behind,peripheral,pl,f,5.38,sg,m,5.82,sg,m,5.17,see
the girls behind the boy see the man.,behind,center_embedding,pl,f,5.38,sg,m,5.82,sg,m,5.17,see
the girls like the man near the boy.,near,peripheral,pl,f,5.38,sg,m,5.82,sg,m,5.17,like
the girls near the boy like the man.,near,center_embedding,pl,f,5.38,sg,m,5.82,sg,m,5.17,like
the girls like the man behind the boy.,behind,peripheral,pl,f,5.38,sg,m,5.82,sg,m,5.17,like
the girls behind the boy like the man.,behind,center_embedding,pl,f,5.38,sg,m,5.82,sg,m,5.17,like
the girls see the man near the boys.,near,peripheral,pl,f,5.38,sg,m,5.82,pl,m,5.17,see
the girls near the boys see the man.,near,center_embedding,pl,f,5.38,sg,m,5.82,pl,m,5.17,see
the girls see the man behind the boys.,behind,peripheral,pl,f,5.38,sg,m,5.82,pl,m,5.17,see
the girls behind the boys see the man.,behind,center_embedding,pl,f,5.38,sg,m,5.82,pl,m,5.17,see
the girls like the man near the boys.,near,peripheral,pl,f,5.38,sg,m,5.82,pl,m,5.17,like
the girls near the boys like the man.,near,center_embedding,pl,f,5.38,sg,m,5.82,pl,m,5.17,like
the girls like the man behind the boys.,behind,peripheral,pl,f,5.38,sg,m,5.82,pl,m,5.17,like
the girls behind the boys like the man.,behind,center_embedding,pl,f,5.38,sg,m,5.82,pl,m,5.17,like
the girls see the men near the boy.,near,peripheral,pl,f,5.38,pl,m,5.82,sg,m,5.17,see
the girls near the boy see the men.,near,center_embedding,pl,f,5.38,pl,m,5.82,sg,m,5.17,see
the girls see the men behind the boy.,behind,peripheral,pl,f,5.38,pl,m,5.82,sg,m,5.17,see
the girls behind the boy see the men.,behind,center_embedding,pl,f,5.38,pl,m,5.82,sg,m,5.17,see
the girls like the men near the boy.,near,peripheral,pl,f,5.38,pl,m,5.82,sg,m,5.17,like
the girls near the boy like the men.,near,center_embedding,pl,f,5.38,pl,m,5.82,sg,m,5.17,like
the girls like the men behind the boy.,behind,peripheral,pl,f,5.38,pl,m,5.82,sg,m,5.17,like
the girls behind the boy like the men.,behind,center_embedding,pl,f,5.38,pl,m,5.82,sg,m,5.17,like
the girls see the men near the boys.,near,peripheral,pl,f,5.38,pl,m,5.82,pl,m,5.17,see
the girls near the boys see the men.,near,center_embedding,pl,f,5.38,pl,m,5.82,pl,m,5.17,see
the girls see the men behind the boys.,behind,peripheral,pl,f,5.38,pl,m,5.82,pl,m,5.17,see
the girls behind the boys see the men.,behind,center_embedding,pl,f,5.38,pl,m,5.82,pl,m,5.17,see
the girls like the men near the boys.,near,peripheral,pl,f,5.38,pl,m,5.82,pl,m,5.17,like
the girls near the boys like the men.,near,center_embedding,pl,f,5.38,pl,m,5.82,pl,m,5.17,like
the girls like the men behind the boys.,behind,peripheral,pl,f,5.38,pl,m,5.82,pl,m,5.17,like
the girls behind the boys like the men.,behind,center_embedding,pl,f,5.38,pl,m,5.82,pl,m,5.17,like
the girl sees the man near the king.,near,peripheral,sg,f,5.38,sg,m,5.82,sg,m,5.17,see
the girl near the king sees the man.,near,center_embedding,sg,f,5.38,sg,m,5.82,sg,m,5.17,see
the girl sees the man behind the king.,behind,peripheral,sg,f,5.38,sg,m,5.82,sg,m,5.17,see
the girl behind the king sees the man.,behind,center_embedding,sg,f,5.38,sg,m,5.82,sg,m,5.17,see
the girl likes the man near the king.,near,peripheral,sg,f,5.38,sg,m,5.82,sg,m,5.17,like
the girl near the king likes the man.,near,center_embedding,sg,f,5.38,sg,m,5.82,sg,m,5.17,like
the girl likes the man behind the king.,behind,peripheral,sg,f,5.38,sg,m,5.82,sg,m,5.17,like
the girl behind the king likes the man.,behind,center_embedding,sg,f,5.38,sg,m,5.82,sg,m,5.17,like
the girl sees the man near the kings.,near,peripheral,sg,f,5.38,sg,m,5.82,pl,m,5.17,see
the girl near the kings sees the man.,near,center_embedding,sg,f,5.38,sg,m,5.82,pl,m,5.17,see
the girl sees the man behind the kings.,behind,peripheral,sg,f,5.38,sg,m,5.82,pl,m,5.17,see
the girl behind the kings sees the man.,behind,center_embedding,sg,f,5.38,sg,m,5.82,pl,m,5.17,see
the girl likes the man near the kings.,near,peripheral,sg,f,5.38,sg,m,5.82,pl,m,5.17,like
the girl near the kings likes the man.,near,center_embedding,sg,f,5.38,sg,m,5.82,pl,m,5.17,like
the girl likes the man behind the kings.,behind,peripheral,sg,f,5.38,sg,m,5.82,pl,m,5.17,like
the girl behind the kings likes the man.,behind,center_embedding,sg,f,5.38,sg,m,5.82,pl,m,5.17,like
the girl sees the men near the king.,near,peripheral,sg,f,5.38,pl,m,5.82,sg,m,5.17,see
the girl near the king sees the men.,near,center_embedding,sg,f,5.38,pl,m,5.82,sg,m,5.17,see
the girl sees the men behind the king.,behind,peripheral,sg,f,5.38,pl,m,5.82,sg,m,5.17,see
the girl behind the king sees the men.,behind,center_embedding,sg,f,5.38,pl,m,5.82,sg,m,5.17,see
the girl likes the men near the king.,near,peripheral,sg,f,5.38,pl,m,5.82,sg,m,5.17,like
the girl near the king likes the men.,near,center_embedding,sg,f,5.38,pl,m,5.82,sg,m,5.17,like
the girl likes the men behind the king.,behind,peripheral,sg,f,5.38,pl,m,5.82,sg,m,5.17,like
the girl behind the king likes the men.,behind,center_embedding,sg,f,5.38,pl,m,5.82,sg,m,5.17,like
the girl sees the men near the kings.,near,peripheral,sg,f,5.38,pl,m,5.82,pl,m,5.17,see
the girl near the kings sees the men.,near,center_embedding,sg,f,5.38,pl,m,5.82,pl,m,5.17,see
the girl sees the men behind the kings.,behind,peripheral,sg,f,5.38,pl,m,5.82,pl,m,5.17,see
the girl behind the kings sees the men.,behind,center_embedding,sg,f,5.38,pl,m,5.82,pl,m,5.17,see
the girl likes the men near the kings.,near,peripheral,sg,f,5.38,pl,m,5.82,pl,m,5.17,like
the girl near the kings likes the men.,near,center_embedding,sg,f,5.38,pl,m,5.82,pl,m,5.17,like
the girl likes the men behind the kings.,behind,peripheral,sg,f,5.38,pl,m,5.82,pl,m,5.17,like
the girl behind the kings likes the men.,behind,center_embedding,sg,f,5.38,pl,m,5.82,pl,m,5.17,like
the girls see the man near the king.,near,peripheral,pl,f,5.38,sg,m,5.82,sg,m,5.17,see
the girls near the king see the man.,near,center_embedding,pl,f,5.38,sg,m,5.82,sg,m,5.17,see
the girls see the man behind the king.,behind,peripheral,pl,f,5.38,sg,m,5.82,sg,m,5.17,see
the girls behind the king see the man.,behind,center_embedding,pl,f,5.38,sg,m,5.82,sg,m,5.17,see
the girls like the man near the king.,near,peripheral,pl,f,5.38,sg,m,5.82,sg,m,5.17,like
the girls near the king like the man.,near,center_embedding,pl,f,5.38,sg,m,5.82,sg,m,5.17,like
the girls like the man behind the king.,behind,peripheral,pl,f,5.38,sg,m,5.82,sg,m,5.17,like
the girls behind the king like the man.,behind,center_embedding,pl,f,5.38,sg,m,5.82,sg,m,5.17,like
the girls see the man near the kings.,near,peripheral,pl,f,5.38,sg,m,5.82,pl,m,5.17,see
the girls near the kings see the man.,near,center_embedding,pl,f,5.38,sg,m,5.82,pl,m,5.17,see
the girls see the man behind the kings.,behind,peripheral,pl,f,5.38,sg,m,5.82,pl,m,5.17,see
the girls behind the kings see the man.,behind,center_embedding,pl,f,5.38,sg,m,5.82,pl,m,5.17,see
the girls like the man near the kings.,near,peripheral,pl,f,5.38,sg,m,5.82,pl,m,5.17,like
the girls near the kings like the man.,near,center_embedding,pl,f,5.38,sg,m,5.82,pl,m,5.17,like
the girls like the man behind the kings.,behind,peripheral,pl,f,5.38,sg,m,5.82,pl,m,5.17,like
the girls behind the kings like the man.,behind,center_embedding,pl,f,5.38,sg,m,5.82,pl,m,5.17,like
the girls see the men near the king.,near,peripheral,pl,f,5.38,pl,m,5.82,sg,m,5.17,see
the girls near the king see the men.,near,center_embedding,pl,f,5.38,pl,m,5.82,sg,m,5.17,see
the girls see the men behind the king.,behind,peripheral,pl,f,5.38,pl,m,5.82,sg,m,5.17,see
the girls behind the king see the men.,behind,center_embedding,pl,f,5.38,pl,m,5.82,sg,m,5.17,see
the girls like the men near the king.,near,peripheral,pl,f,5.38,pl,m,5.82,sg,m,5.17,like
the girls near the king like the men.,near,center_embedding,pl,f,5.38,pl,m,5.82,sg,m,5.17,like
the girls like the men behind the king.,behind,peripheral,pl,f,5.38,pl,m,5.82,sg,m,5.17,like
the girls behind the king like the men.,behind,center_embedding,pl,f,5.38,pl,m,5.82,sg,m,5.17,like
the girls see the men near the kings.,near,peripheral,pl,f,5.38,pl,m,5.82,pl,m,5.17,see
the girls near the kings see the men.,near,center_embedding,pl,f,5.38,pl,m,5.82,pl,m,5.17,see
the girls see the men behind the kings.,behind,peripheral,pl,f,5.38,pl,m,5.82,pl,m,5.17,see
the girls behind the kings see the men.,behind,center_embedding,pl,f,5.38,pl,m,5.82,pl,m,5.17,see
the girls like the men near the kings.,near,peripheral,pl,f,5.38,pl,m,5.82,pl,m,5.17,like
the girls near the kings like the men.,near,center_embedding,pl,f,5.38,pl,m,5.82,pl,m,5.17,like
the girls like the men behind the kings.,behind,peripheral,pl,f,5.38,pl,m,5.82,pl,m,5.17,like
the girls behind the kings like the men.,behind,center_embedding,pl,f,5.38,pl,m,5.82,pl,m,5.17,like
the girl sees the boy near the woman.,near,peripheral,sg,f,5.38,sg,m,5.17,sg,f,5.35,see
the girl near the woman sees the boy.,near,center_embedding,sg,f,5.38,sg,m,5.17,sg,f,5.35,see
the girl sees the boy behind the woman.,behind,peripheral,sg,f,5.38,sg,m,5.17,sg,f,5.35,see
the girl behind the woman sees the boy.,behind,center_embedding,sg,f,5.38,sg,m,5.17,sg,f,5.35,see
the girl likes the boy near the woman.,near,peripheral,sg,f,5.38,sg,m,5.17,sg,f,5.35,like
the girl near the woman likes the boy.,near,center_embedding,sg,f,5.38,sg,m,5.17,sg,f,5.35,like
the girl likes the boy behind the woman.,behind,peripheral,sg,f,5.38,sg,m,5.17,sg,f,5.35,like
the girl behind the woman likes the boy.,behind,center_embedding,sg,f,5.38,sg,m,5.17,sg,f,5.35,like
the girl sees the boy near the women.,near,peripheral,sg,f,5.38,sg,m,5.17,pl,f,5.35,see
the girl near the women sees the boy.,near,center_embedding,sg,f,5.38,sg,m,5.17,pl,f,5.35,see
the girl sees the boy behind the women.,behind,peripheral,sg,f,5.38,sg,m,5.17,pl,f,5.35,see
the girl behind the women sees the boy.,behind,center_embedding,sg,f,5.38,sg,m,5.17,pl,f,5.35,see
the girl likes the boy near the women.,near,peripheral,sg,f,5.38,sg,m,5.17,pl,f,5.35,like
the girl near the women likes the boy.,near,center_embedding,sg,f,5.38,sg,m,5.17,pl,f,5.35,like
the girl likes the boy behind the women.,behind,peripheral,sg,f,5.38,sg,m,5.17,pl,f,5.35,like
the girl behind the women likes the boy.,behind,center_embedding,sg,f,5.38,sg,m,5.17,pl,f,5.35,like
the girl sees the boys near the woman.,near,peripheral,sg,f,5.38,pl,m,5.17,sg,f,5.35,see
the girl near the woman sees the boys.,near,center_embedding,sg,f,5.38,pl,m,5.17,sg,f,5.35,see
the girl sees the boys behind the woman.,behind,peripheral,sg,f,5.38,pl,m,5.17,sg,f,5.35,see
the girl behind the woman sees the boys.,behind,center_embedding,sg,f,5.38,pl,m,5.17,sg,f,5.35,see
the girl likes the boys near the woman.,near,peripheral,sg,f,5.38,pl,m,5.17,sg,f,5.35,like
the girl near the woman likes the boys.,near,center_embedding,sg,f,5.38,pl,m,5.17,sg,f,5.35,like
the girl likes the boys behind the woman.,behind,peripheral,sg,f,5.38,pl,m,5.17,sg,f,5.35,like
the girl behind the woman likes the boys.,behind,center_embedding,sg,f,5.38,pl,m,5.17,sg,f,5.35,like
the girl sees the boys near the women.,near,peripheral,sg,f,5.38,pl,m,5.17,pl,f,5.35,see
the girl near the women sees the boys.,near,center_embedding,sg,f,5.38,pl,m,5.17,pl,f,5.35,see
the girl sees the boys behind the women.,behind,peripheral,sg,f,5.38,pl,m,5.17,pl,f,5.35,see
the girl behind the women sees the boys.,behind,center_embedding,sg,f,5.38,pl,m,5.17,pl,f,5.35,see
the girl likes the boys near the women.,near,peripheral,sg,f,5.38,pl,m,5.17,pl,f,5.35,like
the girl near the women likes the boys.,near,center_embedding,sg,f,5.38,pl,m,5.17,pl,f,5.35,like
the girl likes the boys behind the women.,behind,peripheral,sg,f,5.38,pl,m,5.17,pl,f,5.35,like
the girl behind the women likes the boys.,behind,center_embedding,sg,f,5.38,pl,m,5.17,pl,f,5.35,like
the girls see the boy near the woman.,near,peripheral,pl,f,5.38,sg,m,5.17,sg,f,5.35,see
the girls near the woman see the boy.,near,center_embedding,pl,f,5.38,sg,m,5.17,sg,f,5.35,see
the girls see the boy behind the woman.,behind,peripheral,pl,f,5.38,sg,m,5.17,sg,f,5.35,see
the girls behind the woman see the boy.,behind,center_embedding,pl,f,5.38,sg,m,5.17,sg,f,5.35,see
the girls like the boy near the woman.,near,peripheral,pl,f,5.38,sg,m,5.17,sg,f,5.35,like
the girls near the woman like the boy.,near,center_embedding,pl,f,5.38,sg,m,5.17,sg,f,5.35,like
the girls like the boy behind the woman.,behind,peripheral,pl,f,5.38,sg,m,5.17,sg,f,5.35,like
the girls behind the woman like the boy.,behind,center_embedding,pl,f,5.38,sg,m,5.17,sg,f,5.35,like
the girls see the boy near the women.,near,peripheral,pl,f,5.38,sg,m,5.17,pl,f,5.35,see
the girls near the women see the boy.,near,center_embedding,pl,f,5.38,sg,m,5.17,pl,f,5.35,see
the girls see the boy behind the women.,behind,peripheral,pl,f,5.38,sg,m,5.17,pl,f,5.35,see
the girls behind the women see the boy.,behind,center_embedding,pl,f,5.38,sg,m,5.17,pl,f,5.35,see
the girls like the boy near the women.,near,peripheral,pl,f,5.38,sg,m,5.17,pl,f,5.35,like
the girls near the women like the boy.,near,center_embedding,pl,f,5.38,sg,m,5.17,pl,f,5.35,like
the girls like the boy behind the women.,behind,peripheral,pl,f,5.38,sg,m,5.17,pl,f,5.35,like
the girls behind the women like the boy.,behind,center_embedding,pl,f,5.38,sg,m,5.17,pl,f,5.35,like
the girls see the boys near the woman.,near,peripheral,pl,f,5.38,pl,m,5.17,sg,f,5.35,see
the girls near the woman see the boys.,near,center_embedding,pl,f,5.38,pl,m,5.17,sg,f,5.35,see
the girls see the boys behind the woman.,behind,peripheral,pl,f,5.38,pl,m,5.17,sg,f,5.35,see
the girls behind the woman see the boys.,behind,center_embedding,pl,f,5.38,pl,m,5.17,sg,f,5.35,see
the girls like the boys near the woman.,near,peripheral,pl,f,5.38,pl,m,5.17,sg,f,5.35,like
the girls near the woman like the boys.,near,center_embedding,pl,f,5.38,pl,m,5.17,sg,f,5.35,like
the girls like the boys behind the woman.,behind,peripheral,pl,f,5.38,pl,m,5.17,sg,f,5.35,like
the girls behind the woman like the boys.,behind,center_embedding,pl,f,5.38,pl,m,5.17,sg,f,5.35,like
the girls see the boys near the women.,near,peripheral,pl,f,5.38,pl,m,5.17,pl,f,5.35,see
the girls near the women see the boys.,near,center_embedding,pl,f,5.38,pl,m,5.17,pl,f,5.35,see
the girls see the boys behind the women.,behind,peripheral,pl,f,5.38,pl,m,5.17,pl,f,5.35,see
the girls behind the women see the boys.,behind,center_embedding,pl,f,5.38,pl,m,5.17,pl,f,5.35,see
the girls like the boys near the women.,near,peripheral,pl,f,5.38,pl,m,5.17,pl,f,5.35,like
the girls near the women like the boys.,near,center_embedding,pl,f,5.38,pl,m,5.17,pl,f,5.35,like
the girls like the boys behind the women.,behind,peripheral,pl,f,5.38,pl,m,5.17,pl,f,5.35,like
the girls behind the women like the boys.,behind,center_embedding,pl,f,5.38,pl,m,5.17,pl,f,5.35,like
the girl sees the boy near the lady.,near,peripheral,sg,f,5.38,sg,m,5.17,sg,f,4.95,see
the girl near the lady sees the boy.,near,center_embedding,sg,f,5.38,sg,m,5.17,sg,f,4.95,see
the girl sees the boy behind the lady.,behind,peripheral,sg,f,5.38,sg,m,5.17,sg,f,4.95,see
the girl behind the lady sees the boy.,behind,center_embedding,sg,f,5.38,sg,m,5.17,sg,f,4.95,see
the girl likes the boy near the lady.,near,peripheral,sg,f,5.38,sg,m,5.17,sg,f,4.95,like
the girl near the lady likes the boy.,near,center_embedding,sg,f,5.38,sg,m,5.17,sg,f,4.95,like
the girl likes the boy behind the lady.,behind,peripheral,sg,f,5.38,sg,m,5.17,sg,f,4.95,like
the girl behind the lady likes the boy.,behind,center_embedding,sg,f,5.38,sg,m,5.17,sg,f,4.95,like
the girl sees the boy near the ladies.,near,peripheral,sg,f,5.38,sg,m,5.17,pl,f,4.95,see
the girl near the ladies sees the boy.,near,center_embedding,sg,f,5.38,sg,m,5.17,pl,f,4.95,see
the girl sees the boy behind the ladies.,behind,peripheral,sg,f,5.38,sg,m,5.17,pl,f,4.95,see
the girl behind the ladies sees the boy.,behind,center_embedding,sg,f,5.38,sg,m,5.17,pl,f,4.95,see
the girl likes the boy near the ladies.,near,peripheral,sg,f,5.38,sg,m,5.17,pl,f,4.95,like
the girl near the ladies likes the boy.,near,center_embedding,sg,f,5.38,sg,m,5.17,pl,f,4.95,like
the girl likes the boy behind the ladies.,behind,peripheral,sg,f,5.38,sg,m,5.17,pl,f,4.95,like
the girl behind the ladies likes the boy.,behind,center_embedding,sg,f,5.38,sg,m,5.17,pl,f,4.95,like
the girl sees the boys near the lady.,near,peripheral,sg,f,5.38,pl,m,5.17,sg,f,4.95,see
the girl near the lady sees the boys.,near,center_embedding,sg,f,5.38,pl,m,5.17,sg,f,4.95,see
the girl sees the boys behind the lady.,behind,peripheral,sg,f,5.38,pl,m,5.17,sg,f,4.95,see
the girl behind the lady sees the boys.,behind,center_embedding,sg,f,5.38,pl,m,5.17,sg,f,4.95,see
the girl likes the boys near the lady.,near,peripheral,sg,f,5.38,pl,m,5.17,sg,f,4.95,like
the girl near the lady likes the boys.,near,center_embedding,sg,f,5.38,pl,m,5.17,sg,f,4.95,like
the girl likes the boys behind the lady.,behind,peripheral,sg,f,5.38,pl,m,5.17,sg,f,4.95,like
the girl behind the lady likes the boys.,behind,center_embedding,sg,f,5.38,pl,m,5.17,sg,f,4.95,like
the girl sees the boys near the ladies.,near,peripheral,sg,f,5.38,pl,m,5.17,pl,f,4.95,see
the girl near the ladies sees the boys.,near,center_embedding,sg,f,5.38,pl,m,5.17,pl,f,4.95,see
the girl sees the boys behind the ladies.,behind,peripheral,sg,f,5.38,pl,m,5.17,pl,f,4.95,see
the girl behind the ladies sees the boys.,behind,center_embedding,sg,f,5.38,pl,m,5.17,pl,f,4.95,see
the girl likes the boys near the ladies.,near,peripheral,sg,f,5.38,pl,m,5.17,pl,f,4.95,like
the girl near the ladies likes the boys.,near,center_embedding,sg,f,5.38,pl,m,5.17,pl,f,4.95,like
the girl likes the boys behind the ladies.,behind,peripheral,sg,f,5.38,pl,m,5.17,pl,f,4.95,like
the girl behind the ladies likes the boys.,behind,center_embedding,sg,f,5.38,pl,m,5.17,pl,f,4.95,like
the girls see the boy near the lady.,near,peripheral,pl,f,5.38,sg,m,5.17,sg,f,4.95,see
the girls near the lady see the boy.,near,center_embedding,pl,f,5.38,sg,m,5.17,sg,f,4.95,see
the girls see the boy behind the lady.,behind,peripheral,pl,f,5.38,sg,m,5.17,sg,f,4.95,see
the girls behind the lady see the boy.,behind,center_embedding,pl,f,5.38,sg,m,5.17,sg,f,4.95,see
the girls like the boy near the lady.,near,peripheral,pl,f,5.38,sg,m,5.17,sg,f,4.95,like
the girls near the lady like the boy.,near,center_embedding,pl,f,5.38,sg,m,5.17,sg,f,4.95,like
the girls like the boy behind the lady.,behind,peripheral,pl,f,5.38,sg,m,5.17,sg,f,4.95,like
the girls behind the lady like the boy.,behind,center_embedding,pl,f,5.38,sg,m,5.17,sg,f,4.95,like
the girls see the boy near the ladies.,near,peripheral,pl,f,5.38,sg,m,5.17,pl,f,4.95,see
the girls near the ladies see the boy.,near,center_embedding,pl,f,5.38,sg,m,5.17,pl,f,4.95,see
the girls see the boy behind the ladies.,behind,peripheral,pl,f,5.38,sg,m,5.17,pl,f,4.95,see
the girls behind the ladies see the boy.,behind,center_embedding,pl,f,5.38,sg,m,5.17,pl,f,4.95,see
the girls like the boy near the ladies.,near,peripheral,pl,f,5.38,sg,m,5.17,pl,f,4.95,like
the girls near the ladies like the boy.,near,center_embedding,pl,f,5.38,sg,m,5.17,pl,f,4.95,like
the girls like the boy behind the ladies.,behind,peripheral,pl,f,5.38,sg,m,5.17,pl,f,4.95,like
the girls behind the ladies like the boy.,behind,center_embedding,pl,f,5.38,sg,m,5.17,pl,f,4.95,like
the girls see the boys near the lady.,near,peripheral,pl,f,5.38,pl,m,5.17,sg,f,4.95,see
the girls near the lady see the boys.,near,center_embedding,pl,f,5.38,pl,m,5.17,sg,f,4.95,see
the girls see the boys behind the lady.,behind,peripheral,pl,f,5.38,pl,m,5.17,sg,f,4.95,see
the girls behind the lady see the boys.,behind,center_embedding,pl,f,5.38,pl,m,5.17,sg,f,4.95,see
the girls like the boys near the lady.,near,peripheral,pl,f,5.38,pl,m,5.17,sg,f,4.95,like
the girls near the lady like the boys.,near,center_embedding,pl,f,5.38,pl,m,5.17,sg,f,4.95,like
the girls like the boys behind the lady.,behind,peripheral,pl,f,5.38,pl,m,5.17,sg,f,4.95,like
the girls behind the lady like the boys.,behind,center_embedding,pl,f,5.38,pl,m,5.17,sg,f,4.95,like
the girls see the boys near the ladies.,near,peripheral,pl,f,5.38,pl,m,5.17,pl,f,4.95,see
the girls near the ladies see the boys.,near,center_embedding,pl,f,5.38,pl,m,5.17,pl,f,4.95,see
the girls see the boys behind the ladies.,behind,peripheral,pl,f,5.38,pl,m,5.17,pl,f,4.95,see
the girls behind the ladies see the boys.,behind,center_embedding,pl,f,5.38,pl,m,5.17,pl,f,4.95,see
the girls like the boys near the ladies.,near,peripheral,pl,f,5.38,pl,m,5.17,pl,f,4.95,like
the girls near the ladies like the boys.,near,center_embedding,pl,f,5.38,pl,m,5.17,pl,f,4.95,like
the girls like the boys behind the ladies.,behind,peripheral,pl,f,5.38,pl,m,5.17,pl,f,4.95,like
the girls behind the ladies like the boys.,behind,center_embedding,pl,f,5.38,pl,m,5.17,pl,f,4.95,like
the girl sees the boy near the man.,near,peripheral,sg,f,5.38,sg,m,5.17,sg,m,5.82,see
the girl near the man sees the boy.,near,center_embedding,sg,f,5.38,sg,m,5.17,sg,m,5.82,see
the girl sees the boy behind the man.,behind,peripheral,sg,f,5.38,sg,m,5.17,sg,m,5.82,see
the girl behind the man sees the boy.,behind,center_embedding,sg,f,5.38,sg,m,5.17,sg,m,5.82,see
the girl likes the boy near the man.,near,peripheral,sg,f,5.38,sg,m,5.17,sg,m,5.82,like
the girl near the man likes the boy.,near,center_embedding,sg,f,5.38,sg,m,5.17,sg,m,5.82,like
the girl likes the boy behind the man.,behind,peripheral,sg,f,5.38,sg,m,5.17,sg,m,5.82,like
the girl behind the man likes the boy.,behind,center_embedding,sg,f,5.38,sg,m,5.17,sg,m,5.82,like
the girl sees the boy near the men.,near,peripheral,sg,f,5.38,sg,m,5.17,pl,m,5.82,see
the girl near the men sees the boy.,near,center_embedding,sg,f,5.38,sg,m,5.17,pl,m,5.82,see
the girl sees the boy behind the men.,behind,peripheral,sg,f,5.38,sg,m,5.17,pl,m,5.82,see
the girl behind the men sees the boy.,behind,center_embedding,sg,f,5.38,sg,m,5.17,pl,m,5.82,see
the girl likes the boy near the men.,near,peripheral,sg,f,5.38,sg,m,5.17,pl,m,5.82,like
the girl near the men likes the boy.,near,center_embedding,sg,f,5.38,sg,m,5.17,pl,m,5.82,like
the girl likes the boy behind the men.,behind,peripheral,sg,f,5.38,sg,m,5.17,pl,m,5.82,like
the girl behind the men likes the boy.,behind,center_embedding,sg,f,5.38,sg,m,5.17,pl,m,5.82,like
the girl sees the boys near the man.,near,peripheral,sg,f,5.38,pl,m,5.17,sg,m,5.82,see
the girl near the man sees the boys.,near,center_embedding,sg,f,5.38,pl,m,5.17,sg,m,5.82,see
the girl sees the boys behind the man.,behind,peripheral,sg,f,5.38,pl,m,5.17,sg,m,5.82,see
the girl behind the man sees the boys.,behind,center_embedding,sg,f,5.38,pl,m,5.17,sg,m,5.82,see
the girl likes the boys near the man.,near,peripheral,sg,f,5.38,pl,m,5.17,sg,m,5.82,like
the girl near the man likes the boys.,near,center_embedding,sg,f,5.38,pl,m,5.17,sg,m,5.82,like
the girl likes the boys behind the man.,behind,peripheral,sg,f,5.38,pl,m,5.17,sg,m,5.82,like
the girl behind the man likes the boys.,behind,center_embedding,sg,f,5.38,pl,m,5.17,sg,m,5.82,like
the girl sees the boys near the men.,near,peripheral,sg,f,5.38,pl,m,5.17,pl,m,5.82,see
the girl near the men sees the boys.,near,center_embedding,sg,f,5.38,pl,m,5.17,pl,m,5.82,see
the girl sees the boys behind the men.,behind,peripheral,sg,f,5.38,pl,m,5.17,pl,m,5.82,see
the girl behind the men sees the boys.,behind,center_embedding,sg,f,5.38,pl,m,5.17,pl,m,5.82,see
the girl likes the boys near the men.,near,peripheral,sg,f,5.38,pl,m,5.17,pl,m,5.82,like
the girl near the men likes the boys.,near,center_embedding,sg,f,5.38,pl,m,5.17,pl,m,5.82,like
the girl likes the boys behind the men.,behind,peripheral,sg,f,5.38,pl,m,5.17,pl,m,5.82,like
