sentence,sentence_GROUP,sentence_length,sentence_TENSE,subj_ANIM,subj_CLAUSE,subj_GEN,subj_NUM,subj_PERS,subj_ZIPF,verb_NUM,verb_PERS,verb_ZIPF
which actress fell?,question,4,past,True,subjwhich,f,sg,3,4.45,,,4.63
which actress disappeared?,question,4,past,True,subjwhich,f,sg,3,4.45,,,3.67
which actress vanished?,question,4,past,True,subjwhich,f,sg,3,4.45,,,3.02
which man plays?,question,4,pres,True,subjwhich,m,sg,3,5.82,sg,3.0,4.84
which man sings?,question,4,pres,True,subjwhich,m,sg,3,5.82,sg,3.0,3.89
which man sneezes?,question,4,pres,True,subjwhich,m,sg,3,5.82,sg,3.0,2.77
which man played?,question,4,past,True,subjwhich,m,sg,3,5.82,,,4.84
which man sang?,question,4,past,True,subjwhich,m,sg,3,5.82,,,3.89
which man sneezed?,question,4,past,True,subjwhich,m,sg,3,5.82,,,2.77
which man falls?,question,4,pres,True,subjwhich,m,sg,3,5.82,sg,3.0,4.63
which man disappears?,question,4,pres,True,subjwhich,m,sg,3,5.82,sg,3.0,3.67
which man vanishes?,question,4,pres,True,subjwhich,m,sg,3,5.82,sg,3.0,3.02
which man fell?,question,4,past,True,subjwhich,m,sg,3,5.82,,,4.63
which man disappeared?,question,4,past,True,subjwhich,m,sg,3,5.82,,,3.67
which man vanished?,question,4,past,True,subjwhich,m,sg,3,5.82,,,3.02
which prince plays?,question,4,pres,True,subjwhich,m,sg,3,4.72,sg,3.0,4.84
which prince sings?,question,4,pres,True,subjwhich,m,sg,3,4.72,sg,3.0,3.89
which prince sneezes?,question,4,pres,True,subjwhich,m,sg,3,4.72,sg,3.0,2.77
which prince played?,question,4,past,True,subjwhich,m,sg,3,4.72,,,4.84
which prince sang?,question,4,past,True,subjwhich,m,sg,3,4.72,,,3.89
which prince sneezed?,question,4,past,True,subjwhich,m,sg,3,4.72,,,2.77
which prince falls?,question,4,pres,True,subjwhich,m,sg,3,4.72,sg,3.0,4.63
which prince disappears?,question,4,pres,True,subjwhich,m,sg,3,4.72,sg,3.0,3.67
which prince vanishes?,question,4,pres,True,subjwhich,m,sg,3,4.72,sg,3.0,3.02
which prince fell?,question,4,past,True,subjwhich,m,sg,3,4.72,,,4.63
which prince disappeared?,question,4,past,True,subjwhich,m,sg,3,4.72,,,3.67
which prince vanished?,question,4,past,True,subjwhich,m,sg,3,4.72,,,3.02
which actor plays?,question,4,pres,True,subjwhich,m,sg,3,4.65,sg,3.0,4.84
which actor sings?,question,4,pres,True,subjwhich,m,sg,3,4.65,sg,3.0,3.89
which actor sneezes?,question,4,pres,True,subjwhich,m,sg,3,4.65,sg,3.0,2.77
which actor played?,question,4,past,True,subjwhich,m,sg,3,4.65,,,4.84
which actor sang?,question,4,past,True,subjwhich,m,sg,3,4.65,,,3.89
which actor sneezed?,question,4,past,True,subjwhich,m,sg,3,4.65,,,2.77
which actor falls?,question,4,pres,True,subjwhich,m,sg,3,4.65,sg,3.0,4.63
which actor disappears?,question,4,pres,True,subjwhich,m,sg,3,4.65,sg,3.0,3.67
which actor vanishes?,question,4,pres,True,subjwhich,m,sg,3,4.65,sg,3.0,3.02
which actor fell?,question,4,past,True,subjwhich,m,sg,3,4.65,,,4.63
which actor disappeared?,question,4,past,True,subjwhich,m,sg,3,4.65,,,3.67
which actor vanished?,question,4,past,True,subjwhich,m,sg,3,4.65,,,3.02
which women play?,question,4,pres,True,subjwhich,f,pl,3,5.35,pl,,4.84
which women sing?,question,4,pres,True,subjwhich,f,pl,3,5.35,pl,,3.89
which women sneeze?,question,4,pres,True,subjwhich,f,pl,3,5.35,pl,,2.77
which women played?,question,4,past,True,subjwhich,f,pl,3,5.35,,,4.84
which women sang?,question,4,past,True,subjwhich,f,pl,3,5.35,,,3.89
which women sneezed?,question,4,past,True,subjwhich,f,pl,3,5.35,,,2.77
which women fall?,question,4,pres,True,subjwhich,f,pl,3,5.35,pl,,4.63
which women disappear?,question,4,pres,True,subjwhich,f,pl,3,5.35,pl,,3.67
which women vanish?,question,4,pres,True,subjwhich,f,pl,3,5.35,pl,,3.02
which women fell?,question,4,past,True,subjwhich,f,pl,3,5.35,,,4.63
which women disappeared?,question,4,past,True,subjwhich,f,pl,3,5.35,,,3.67
which women vanished?,question,4,past,True,subjwhich,f,pl,3,5.35,,,3.02
which princesses play?,question,4,pres,True,subjwhich,f,pl,3,4.53,pl,,4.84
which princesses sing?,question,4,pres,True,subjwhich,f,pl,3,4.53,pl,,3.89
which princesses sneeze?,question,4,pres,True,subjwhich,f,pl,3,4.53,pl,,2.77
which princesses played?,question,4,past,True,subjwhich,f,pl,3,4.53,,,4.84
which princesses sang?,question,4,past,True,subjwhich,f,pl,3,4.53,,,3.89
which princesses sneezed?,question,4,past,True,subjwhich,f,pl,3,4.53,,,2.77
which princesses fall?,question,4,pres,True,subjwhich,f,pl,3,4.53,pl,,4.63
which princesses disappear?,question,4,pres,True,subjwhich,f,pl,3,4.53,pl,,3.67
which princesses vanish?,question,4,pres,True,subjwhich,f,pl,3,4.53,pl,,3.02
which princesses fell?,question,4,past,True,subjwhich,f,pl,3,4.53,,,4.63
which princesses disappeared?,question,4,past,True,subjwhich,f,pl,3,4.53,,,3.67
which princesses vanished?,question,4,past,True,subjwhich,f,pl,3,4.53,,,3.02
which actresses play?,question,4,pres,True,subjwhich,f,pl,3,4.45,pl,,4.84
which actresses sing?,question,4,pres,True,subjwhich,f,pl,3,4.45,pl,,3.89
which actresses sneeze?,question,4,pres,True,subjwhich,f,pl,3,4.45,pl,,2.77
which actresses played?,question,4,past,True,subjwhich,f,pl,3,4.45,,,4.84
which actresses sang?,question,4,past,True,subjwhich,f,pl,3,4.45,,,3.89
which actresses sneezed?,question,4,past,True,subjwhich,f,pl,3,4.45,,,2.77
which actresses fall?,question,4,pres,True,subjwhich,f,pl,3,4.45,pl,,4.63
which actresses disappear?,question,4,pres,True,subjwhich,f,pl,3,4.45,pl,,3.67
which actresses vanish?,question,4,pres,True,subjwhich,f,pl,3,4.45,pl,,3.02
which actresses fell?,question,4,past,True,subjwhich,f,pl,3,4.45,,,4.63
which actresses disappeared?,question,4,past,True,subjwhich,f,pl,3,4.45,,,3.67
which actresses vanished?,question,4,past,True,subjwhich,f,pl,3,4.45,,,3.02
which men play?,question,4,pres,True,subjwhich,m,pl,3,5.82,pl,,4.84
which men sing?,question,4,pres,True,subjwhich,m,pl,3,5.82,pl,,3.89
which men sneeze?,question,4,pres,True,subjwhich,m,pl,3,5.82,pl,,2.77
which men played?,question,4,past,True,subjwhich,m,pl,3,5.82,,,4.84
which men sang?,question,4,past,True,subjwhich,m,pl,3,5.82,,,3.89
which men sneezed?,question,4,past,True,subjwhich,m,pl,3,5.82,,,2.77
which men fall?,question,4,pres,True,subjwhich,m,pl,3,5.82,pl,,4.63
which men disappear?,question,4,pres,True,subjwhich,m,pl,3,5.82,pl,,3.67
which men vanish?,question,4,pres,True,subjwhich,m,pl,3,5.82,pl,,3.02
which men fell?,question,4,past,True,subjwhich,m,pl,3,5.82,,,4.63
which men disappeared?,question,4,past,True,subjwhich,m,pl,3,5.82,,,3.67
which men vanished?,question,4,past,True,subjwhich,m,pl,3,5.82,,,3.02
which princes play?,question,4,pres,True,subjwhich,m,pl,3,4.72,pl,,4.84
which princes sing?,question,4,pres,True,subjwhich,m,pl,3,4.72,pl,,3.89
which princes sneeze?,question,4,pres,True,subjwhich,m,pl,3,4.72,pl,,2.77
which princes played?,question,4,past,True,subjwhich,m,pl,3,4.72,,,4.84
which princes sang?,question,4,past,True,subjwhich,m,pl,3,4.72,,,3.89
which princes sneezed?,question,4,past,True,subjwhich,m,pl,3,4.72,,,2.77
which princes fall?,question,4,pres,True,subjwhich,m,pl,3,4.72,pl,,4.63
which princes disappear?,question,4,pres,True,subjwhich,m,pl,3,4.72,pl,,3.67
which princes vanish?,question,4,pres,True,subjwhich,m,pl,3,4.72,pl,,3.02
which princes fell?,question,4,past,True,subjwhich,m,pl,3,4.72,,,4.63
which princes disappeared?,question,4,past,True,subjwhich,m,pl,3,4.72,,,3.67
which princes vanished?,question,4,past,True,subjwhich,m,pl,3,4.72,,,3.02
which actors play?,question,4,pres,True,subjwhich,m,pl,3,4.65,pl,,4.84
which actors sing?,question,4,pres,True,subjwhich,m,pl,3,4.65,pl,,3.89
which actors sneeze?,question,4,pres,True,subjwhich,m,pl,3,4.65,pl,,2.77
which actors played?,question,4,past,True,subjwhich,m,pl,3,4.65,,,4.84
which actors sang?,question,4,past,True,subjwhich,m,pl,3,4.65,,,3.89
which actors sneezed?,question,4,past,True,subjwhich,m,pl,3,4.65,,,2.77
which actors fall?,question,4,pres,True,subjwhich,m,pl,3,4.65,pl,,4.63
which actors disappear?,question,4,pres,True,subjwhich,m,pl,3,4.65,pl,,3.67
which actors vanish?,question,4,pres,True,subjwhich,m,pl,3,4.65,pl,,3.02
which actors fell?,question,4,past,True,subjwhich,m,pl,3,4.65,,,4.63
which actors disappeared?,question,4,past,True,subjwhich,m,pl,3,4.65,,,3.67
which actors vanished?,question,4,past,True,subjwhich,m,pl,3,4.65,,,3.02
which book falls?,question,4,pres,False,subjwhich,,sg,3,5.43,sg,3.0,4.63
which book disappears?,question,4,pres,False,subjwhich,,sg,3,5.43,sg,3.0,3.67
which book vanishes?,question,4,pres,False,subjwhich,,sg,3,5.43,sg,3.0,3.02
which book fell?,question,4,past,False,subjwhich,,sg,3,5.43,,,4.63
which book disappeared?,question,4,past,False,subjwhich,,sg,3,5.43,,,3.67
which book vanished?,question,4,past,False,subjwhich,,sg,3,5.43,,,3.02
which plate falls?,question,4,pres,False,subjwhich,,sg,3,4.55,sg,3.0,4.63
which plate disappears?,question,4,pres,False,subjwhich,,sg,3,4.55,sg,3.0,3.67
which plate vanishes?,question,4,pres,False,subjwhich,,sg,3,4.55,sg,3.0,3.02
which plate fell?,question,4,past,False,subjwhich,,sg,3,4.55,,,4.63
which plate disappeared?,question,4,past,False,subjwhich,,sg,3,4.55,,,3.67
which plate vanished?,question,4,past,False,subjwhich,,sg,3,4.55,,,3.02
which pencil falls?,question,4,pres,False,subjwhich,,sg,3,3.95,sg,3.0,4.63
which pencil disappears?,question,4,pres,False,subjwhich,,sg,3,3.95,sg,3.0,3.67
which pencil vanishes?,question,4,pres,False,subjwhich,,sg,3,3.95,sg,3.0,3.02
which pencil fell?,question,4,past,False,subjwhich,,sg,3,3.95,,,4.63
which pencil disappeared?,question,4,past,False,subjwhich,,sg,3,3.95,,,3.67
which pencil vanished?,question,4,past,False,subjwhich,,sg,3,3.95,,,3.02
which books fall?,question,4,pres,False,subjwhich,,pl,3,5.43,pl,,4.63
which books disappear?,question,4,pres,False,subjwhich,,pl,3,5.43,pl,,3.67
which books vanish?,question,4,pres,False,subjwhich,,pl,3,5.43,pl,,3.02
which books fell?,question,4,past,False,subjwhich,,pl,3,5.43,,,4.63
which books disappeared?,question,4,past,False,subjwhich,,pl,3,5.43,,,3.67
which books vanished?,question,4,past,False,subjwhich,,pl,3,5.43,,,3.02
which plates fall?,question,4,pres,False,subjwhich,,pl,3,4.55,pl,,4.63
which plates disappear?,question,4,pres,False,subjwhich,,pl,3,4.55,pl,,3.67
which plates vanish?,question,4,pres,False,subjwhich,,pl,3,4.55,pl,,3.02
which plates fell?,question,4,past,False,subjwhich,,pl,3,4.55,,,4.63
which plates disappeared?,question,4,past,False,subjwhich,,pl,3,4.55,,,3.67
which plates vanished?,question,4,past,False,subjwhich,,pl,3,4.55,,,3.02
which pencils fall?,question,4,pres,False,subjwhich,,pl,3,3.95,pl,,4.63
which pencils disappear?,question,4,pres,False,subjwhich,,pl,3,3.95,pl,,3.67
which pencils vanish?,question,4,pres,False,subjwhich,,pl,3,3.95,pl,,3.02
which pencils fell?,question,4,past,False,subjwhich,,pl,3,3.95,,,4.63
which pencils disappeared?,question,4,past,False,subjwhich,,pl,3,3.95,,,3.67
which pencils vanished?,question,4,past,False,subjwhich,,pl,3,3.95,,,3.02
