sentence,subj_type,subj_PERS,subj_NUM,subj_GEN,subj_ANIM,verb_type,verb_PERS,verb_NUM,verb_finite,has_main,has_embed,has_objrel,has_relative_clause,has_subjrel,incongruence_poss_subj_count,incongruence_poss_obj_count,incongruence_subj_obj_count,incongruence_subj_embedsubj_count,rel_type,clause_type,bound_variable,mean_zipf,sentence_length,long_range_agreement_with_attractor
the man saw their books.,N,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,0.0,2.0,,,,,5.0,6,
the women see my man.,N,3.0,pl,f,True,Trans,,pl,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,6,
the women see my men.,N,3.0,pl,f,True,Trans,,pl,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,6,
the women see my book.,N,3.0,pl,f,True,Trans,,pl,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,6,
the women see my books.,N,3.0,pl,f,True,Trans,,pl,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,6,
the women see our man.,N,3.0,pl,f,True,Trans,,pl,True,False,False,False,False,False,,2.0,2.0,,,,,5.0,6,
the women see our men.,N,3.0,pl,f,True,Trans,,pl,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,6,
the women see our book.,N,3.0,pl,f,True,Trans,,pl,True,False,False,False,False,False,,2.0,2.0,,,,,5.0,6,
the women see our books.,N,3.0,pl,f,True,Trans,,pl,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,6,
the women see your man.,N,3.0,pl,f,True,Trans,,pl,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,6,
the women see your men.,N,3.0,pl,f,True,Trans,,pl,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,6,
the women see your book.,N,3.0,pl,f,True,Trans,,pl,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,6,
the women see your books.,N,3.0,pl,f,True,Trans,,pl,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,6,
the women see her man.,N,3.0,pl,f,True,Trans,,pl,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,6,
the women see her men.,N,3.0,pl,f,True,Trans,,pl,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,6,
the women see her book.,N,3.0,pl,f,True,Trans,,pl,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,6,
the women see her books.,N,3.0,pl,f,True,Trans,,pl,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,6,
the women see his man.,N,3.0,pl,f,True,Trans,,pl,True,False,False,False,False,False,,0.0,2.0,,,,,5.0,6,
the women see his men.,N,3.0,pl,f,True,Trans,,pl,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,6,
the women see his book.,N,3.0,pl,f,True,Trans,,pl,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,6,
the women see his books.,N,3.0,pl,f,True,Trans,,pl,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,6,
the women see its man.,N,3.0,pl,f,True,Trans,,pl,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,6,
the women see its men.,N,3.0,pl,f,True,Trans,,pl,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,6,
the women see its book.,N,3.0,pl,f,True,Trans,,pl,True,False,False,False,False,False,,0.0,2.0,,,,,5.0,6,
the women see its books.,N,3.0,pl,f,True,Trans,,pl,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,6,
the women see their man.,N,3.0,pl,f,True,Trans,,pl,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,6,
the women see their men.,N,3.0,pl,f,True,Trans,,pl,True,False,False,False,False,False,,0.0,1.0,,,,,5.0,6,
the women see their book.,N,3.0,pl,f,True,Trans,,pl,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,6,
the women see their books.,N,3.0,pl,f,True,Trans,,pl,True,False,False,False,False,False,,0.0,1.0,,,,,5.0,6,
the women saw my man.,N,3.0,pl,f,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,6,
the women saw my men.,N,3.0,pl,f,True,Trans,,,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,6,
the women saw my book.,N,3.0,pl,f,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,6,
the women saw my books.,N,3.0,pl,f,True,Trans,,,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,6,
the women saw our man.,N,3.0,pl,f,True,Trans,,,True,False,False,False,False,False,,2.0,2.0,,,,,5.0,6,
the women saw our men.,N,3.0,pl,f,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,6,
the women saw our book.,N,3.0,pl,f,True,Trans,,,True,False,False,False,False,False,,2.0,2.0,,,,,5.0,6,
the women saw our books.,N,3.0,pl,f,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,6,
the women saw your man.,N,3.0,pl,f,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,6,
the women saw your men.,N,3.0,pl,f,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,6,
the women saw your book.,N,3.0,pl,f,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,6,
the women saw your books.,N,3.0,pl,f,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,6,
the women saw her man.,N,3.0,pl,f,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,6,
the women saw her men.,N,3.0,pl,f,True,Trans,,,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,6,
the women saw her book.,N,3.0,pl,f,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,6,
the women saw her books.,N,3.0,pl,f,True,Trans,,,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,6,
the women saw his man.,N,3.0,pl,f,True,Trans,,,True,False,False,False,False,False,,0.0,2.0,,,,,5.0,6,
the women saw his men.,N,3.0,pl,f,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,6,
the women saw his book.,N,3.0,pl,f,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,6,
the women saw his books.,N,3.0,pl,f,True,Trans,,,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,6,
the women saw its man.,N,3.0,pl,f,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,6,
the women saw its men.,N,3.0,pl,f,True,Trans,,,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,6,
the women saw its book.,N,3.0,pl,f,True,Trans,,,True,False,False,False,False,False,,0.0,2.0,,,,,5.0,6,
the women saw its books.,N,3.0,pl,f,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,6,
the women saw their man.,N,3.0,pl,f,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,6,
the women saw their men.,N,3.0,pl,f,True,Trans,,,True,False,False,False,False,False,,0.0,1.0,,,,,5.0,6,
the women saw their book.,N,3.0,pl,f,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,6,
the women saw their books.,N,3.0,pl,f,True,Trans,,,True,False,False,False,False,False,,0.0,1.0,,,,,5.0,6,
the men see my woman.,N,3.0,pl,m,True,Trans,,pl,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,6,
the men see my women.,N,3.0,pl,m,True,Trans,,pl,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,6,
the men see my book.,N,3.0,pl,m,True,Trans,,pl,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,6,
the men see my books.,N,3.0,pl,m,True,Trans,,pl,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,6,
the men see our woman.,N,3.0,pl,m,True,Trans,,pl,True,False,False,False,False,False,,2.0,2.0,,,,,5.0,6,
the men see our women.,N,3.0,pl,m,True,Trans,,pl,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,6,
the men see our book.,N,3.0,pl,m,True,Trans,,pl,True,False,False,False,False,False,,2.0,2.0,,,,,5.0,6,
the men see our books.,N,3.0,pl,m,True,Trans,,pl,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,6,
the men see your woman.,N,3.0,pl,m,True,Trans,,pl,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,6,
the men see your women.,N,3.0,pl,m,True,Trans,,pl,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,6,
the men see your book.,N,3.0,pl,m,True,Trans,,pl,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,6,
the men see your books.,N,3.0,pl,m,True,Trans,,pl,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,6,
the men see her woman.,N,3.0,pl,m,True,Trans,,pl,True,False,False,False,False,False,,0.0,2.0,,,,,5.0,6,
the men see her women.,N,3.0,pl,m,True,Trans,,pl,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,6,
the men see her book.,N,3.0,pl,m,True,Trans,,pl,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,6,
the men see her books.,N,3.0,pl,m,True,Trans,,pl,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,6,
the men see his woman.,N,3.0,pl,m,True,Trans,,pl,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,6,
the men see his women.,N,3.0,pl,m,True,Trans,,pl,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,6,
the men see his book.,N,3.0,pl,m,True,Trans,,pl,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,6,
the men see his books.,N,3.0,pl,m,True,Trans,,pl,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,6,
the men see its woman.,N,3.0,pl,m,True,Trans,,pl,True,False,False,False,False,False,,2.0,2.0,,,,,5.0,6,
the men see its women.,N,3.0,pl,m,True,Trans,,pl,True,False,False,False,False,False,,3.0,1.0,,,,,5.0,6,
the men see its book.,N,3.0,pl,m,True,Trans,,pl,True,False,False,False,False,False,,0.0,2.0,,,,,5.0,6,
the men see its books.,N,3.0,pl,m,True,Trans,,pl,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,6,
the men see their woman.,N,3.0,pl,m,True,Trans,,pl,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,6,
the men see their women.,N,3.0,pl,m,True,Trans,,pl,True,False,False,False,False,False,,0.0,1.0,,,,,5.0,6,
the men see their book.,N,3.0,pl,m,True,Trans,,pl,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,6,
the men see their books.,N,3.0,pl,m,True,Trans,,pl,True,False,False,False,False,False,,0.0,1.0,,,,,5.0,6,
the men saw my woman.,N,3.0,pl,m,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,6,
the men saw my women.,N,3.0,pl,m,True,Trans,,,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,6,
the men saw my book.,N,3.0,pl,m,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,6,
the men saw my books.,N,3.0,pl,m,True,Trans,,,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,6,
the men saw our woman.,N,3.0,pl,m,True,Trans,,,True,False,False,False,False,False,,2.0,2.0,,,,,5.0,6,
the men saw our women.,N,3.0,pl,m,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,6,
the men saw our book.,N,3.0,pl,m,True,Trans,,,True,False,False,False,False,False,,2.0,2.0,,,,,5.0,6,
the men saw our books.,N,3.0,pl,m,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,6,
the men saw your woman.,N,3.0,pl,m,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,6,
the men saw your women.,N,3.0,pl,m,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,6,
the men saw your book.,N,3.0,pl,m,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,6,
the men saw your books.,N,3.0,pl,m,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,6,
the men saw her woman.,N,3.0,pl,m,True,Trans,,,True,False,False,False,False,False,,0.0,2.0,,,,,5.0,6,
the men saw her women.,N,3.0,pl,m,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,6,
the men saw her book.,N,3.0,pl,m,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,6,
the men saw her books.,N,3.0,pl,m,True,Trans,,,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,6,
the men saw his woman.,N,3.0,pl,m,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,6,
the men saw his women.,N,3.0,pl,m,True,Trans,,,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,6,
the men saw his book.,N,3.0,pl,m,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,6,
the men saw his books.,N,3.0,pl,m,True,Trans,,,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,6,
the men saw its woman.,N,3.0,pl,m,True,Trans,,,True,False,False,False,False,False,,2.0,2.0,,,,,5.0,6,
the men saw its women.,N,3.0,pl,m,True,Trans,,,True,False,False,False,False,False,,3.0,1.0,,,,,5.0,6,
the men saw its book.,N,3.0,pl,m,True,Trans,,,True,False,False,False,False,False,,0.0,2.0,,,,,5.0,6,
the men saw its books.,N,3.0,pl,m,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,6,
the men saw their woman.,N,3.0,pl,m,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,6,
the men saw their women.,N,3.0,pl,m,True,Trans,,,True,False,False,False,False,False,,0.0,1.0,,,,,5.0,6,
the men saw their book.,N,3.0,pl,m,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,6,
the men saw their books.,N,3.0,pl,m,True,Trans,,,True,False,False,False,False,False,,0.0,1.0,,,,,5.0,6,
every woman sees my man.,N,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,False,4.0,6,
every woman sees my men.,N,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,2.0,,,,False,4.0,6,
every woman sees my book.,N,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,False,4.0,6,
every woman sees my books.,N,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,2.0,,,,False,4.0,6,
every woman sees our man.,N,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,1.0,,,,False,4.0,6,
every woman sees our men.,N,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,2.0,,,,False,4.0,6,
every woman sees our book.,N,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,1.0,,,,False,4.0,6,
every woman sees our books.,N,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,2.0,,,,False,4.0,6,
every woman sees your man.,N,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,False,4.0,6,
every woman sees your men.,N,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,2.0,,,,False,4.0,6,
every woman sees your book.,N,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,False,4.0,6,
every woman sees your books.,N,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,2.0,,,,False,4.0,6,
every woman sees her man.,N,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,True,4.0,6,
every woman sees her men.,N,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,2.0,,,,True,4.0,6,
every woman sees her book.,N,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,True,4.0,6,
every woman sees her books.,N,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,2.0,,,,True,4.0,6,
every woman sees his man.,N,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,0.0,1.0,,,,False,4.0,6,
every woman sees his men.,N,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,2.0,,,,False,4.0,6,
every woman sees his book.,N,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,False,4.0,6,
every woman sees his books.,N,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,2.0,,,,False,4.0,6,
every woman sees its man.,N,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,False,4.0,6,
every woman sees its men.,N,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,2.0,,,,False,4.0,6,
every woman sees its book.,N,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,0.0,1.0,,,,False,4.0,6,
every woman sees its books.,N,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,2.0,,,,False,4.0,6,
every woman sees their man.,N,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,False,4.0,6,
every woman sees their men.,N,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,0.0,2.0,,,,False,4.0,6,
every woman sees their book.,N,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,False,4.0,6,
every woman sees their books.,N,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,0.0,2.0,,,,False,4.0,6,
every woman saw my man.,N,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,False,5.0,6,
every woman saw my men.,N,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,2.0,2.0,,,,False,5.0,6,
every woman saw my book.,N,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,False,5.0,6,
every woman saw my books.,N,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,2.0,2.0,,,,False,5.0,6,
every woman saw our man.,N,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,2.0,1.0,,,,False,5.0,6,
every woman saw our men.,N,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,False,5.0,6,
every woman saw our book.,N,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,2.0,1.0,,,,False,5.0,6,
every woman saw our books.,N,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,False,5.0,6,
every woman saw your man.,N,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,False,5.0,6,
every woman saw your men.,N,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,False,5.0,6,
every woman saw your book.,N,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,False,5.0,6,
every woman saw your books.,N,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,False,5.0,6,
every woman saw her man.,N,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,True,5.0,6,
every woman saw her men.,N,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,2.0,2.0,,,,True,5.0,6,
every woman saw her book.,N,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,True,5.0,6,
every woman saw her books.,N,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,2.0,2.0,,,,True,5.0,6,
every woman saw his man.,N,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,0.0,1.0,,,,False,5.0,6,
every woman saw his men.,N,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,False,5.0,6,
every woman saw his book.,N,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,False,5.0,6,
every woman saw his books.,N,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,2.0,2.0,,,,False,5.0,6,
every woman saw its man.,N,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,False,5.0,6,
every woman saw its men.,N,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,2.0,2.0,,,,False,5.0,6,
every woman saw its book.,N,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,0.0,1.0,,,,False,5.0,6,
every woman saw its books.,N,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,False,5.0,6,
every woman saw their man.,N,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,False,5.0,6,
every woman saw their men.,N,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,0.0,2.0,,,,False,5.0,6,
every woman saw their book.,N,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,False,5.0,6,
every woman saw their books.,N,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,0.0,2.0,,,,False,5.0,6,
every man sees my woman.,N,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,False,5.0,6,
every man sees my women.,N,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,2.0,,,,False,5.0,6,
every man sees my book.,N,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,False,5.0,6,
every man sees my books.,N,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,2.0,,,,False,5.0,6,
every man sees our woman.,N,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,1.0,,,,False,5.0,6,
every man sees our women.,N,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,2.0,,,,False,5.0,6,
every man sees our book.,N,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,1.0,,,,False,5.0,6,
every man sees our books.,N,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,2.0,,,,False,5.0,6,
every man sees your woman.,N,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,False,5.0,6,
every man sees your women.,N,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,2.0,,,,False,5.0,6,
every man sees your book.,N,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,False,5.0,6,
every man sees your books.,N,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,2.0,,,,False,5.0,6,
every man sees her woman.,N,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,0.0,1.0,,,,False,5.0,6,
every man sees her women.,N,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,2.0,,,,False,5.0,6,
every man sees her book.,N,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,False,5.0,6,
every man sees her books.,N,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,2.0,,,,False,5.0,6,
every man sees his woman.,N,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,True,5.0,6,
every man sees his women.,N,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,2.0,,,,True,5.0,6,
every man sees his book.,N,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,True,5.0,6,
every man sees his books.,N,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,2.0,,,,True,5.0,6,
every man sees its woman.,N,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,1.0,,,,False,5.0,6,
every man sees its women.,N,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,3.0,2.0,,,,False,5.0,6,
every man sees its book.,N,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,0.0,1.0,,,,False,5.0,6,
every man sees its books.,N,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,2.0,,,,False,5.0,6,
every man sees their woman.,N,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,False,5.0,6,
every man sees their women.,N,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,0.0,2.0,,,,False,5.0,6,
every man sees their book.,N,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,False,5.0,6,
every man sees their books.,N,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,0.0,2.0,,,,False,5.0,6,
every man saw my woman.,N,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,False,5.0,6,
every man saw my women.,N,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,2.0,2.0,,,,False,5.0,6,
every man saw my book.,N,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,False,5.0,6,
every man saw my books.,N,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,2.0,2.0,,,,False,5.0,6,
every man saw our woman.,N,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,2.0,1.0,,,,False,5.0,6,
every man saw our women.,N,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,False,5.0,6,
every man saw our book.,N,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,2.0,1.0,,,,False,5.0,6,
every man saw our books.,N,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,False,5.0,6,
every man saw your woman.,N,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,False,5.0,6,
every man saw your women.,N,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,False,5.0,6,
every man saw your book.,N,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,False,5.0,6,
every man saw your books.,N,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,False,5.0,6,
every man saw her woman.,N,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,0.0,1.0,,,,False,5.0,6,
every man saw her women.,N,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,False,5.0,6,
every man saw her book.,N,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,False,5.0,6,
every man saw her books.,N,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,2.0,2.0,,,,False,5.0,6,
every man saw his woman.,N,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,True,5.0,6,
every man saw his women.,N,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,2.0,2.0,,,,True,5.0,6,
every man saw his book.,N,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,True,5.0,6,
every man saw his books.,N,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,2.0,2.0,,,,True,5.0,6,
every man saw its woman.,N,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,2.0,1.0,,,,False,5.0,6,
every man saw its women.,N,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,3.0,2.0,,,,False,5.0,6,
every man saw its book.,N,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,0.0,1.0,,,,False,5.0,6,
every man saw its books.,N,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,False,5.0,6,
every man saw their woman.,N,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,False,5.0,6,
every man saw their women.,N,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,0.0,2.0,,,,False,5.0,6,
every man saw their book.,N,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,False,5.0,6,
every man saw their books.,N,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,0.0,2.0,,,,False,5.0,6,
